elapsed_time[s],time[UTC],earth_position_i_x[m],earth_position_i_y[m],earth_position_i_z[m],earth_velocity_i_x[m/s],earth_velocity_i_y[m/s],earth_velocity_i_z[m/s],sun_position_i_x[m],sun_position_i_y[m],sun_position_i_z[m],sun_velocity_i_x[m/s],sun_velocity_i_y[m/s],sun_velocity_i_z[m/s],moon_position_i_x[m],moon_position_i_y[m],moon_position_i_z[m],moon_velocity_i_x[m/s],moon_velocity_i_y[m/s],moon_velocity_i_z[m/s],spacecraft_angular_velocity_b_x[rad/s],spacecraft_angular_velocity_b_y[rad/s],spacecraft_angular_velocity_b_z[rad/s],spacecraft_quaternion_i2b_x,spacecraft_quaternion_i2b_y,spacecraft_quaternion_i2b_z,spacecraft_quaternion_i2b_w,spacecraft_torque_b_x[Nm],spacecraft_torque_b_y[Nm],spacecraft_torque_b_z[Nm],spacecraft_total_angular_momentum[Nms],spacecraft_kinematic_energy[J],spacecraft_position_i_x[m],spacecraft_position_i_y[m],spacecraft_position_i_z[m],spacecraft_velocity_i_x[m/s],spacecraft_velocity_i_y[m/s],spacecraft_velocity_i_z[m/s],spacecraft_velocity_b_x[m/s],spacecraft_velocity_b_y[m/s],spacecraft_velocity_b_z[m/s],spacecraft_acceleration_i_x[m/s2],spacecraft_acceleration_i_y[m/s2],spacecraft_acceleration_i_z[m/s2],spacecraft_latitude[rad],spacecraft_longitude[rad],spacecraft_altitude[m],geomagnetic_field_at_spacecraft_position_i_x[nT],geomagnetic_field_at_spacecraft_position_i_y[nT],geomagnetic_field_at_spacecraft_position_i_z[nT],geomagnetic_field_at_spacecraft_position_b_x[nT],geomagnetic_field_at_spacecraft_position_b_y[nT],geomagnetic_field_at_spacecraft_position_b_z[nT],solar_radiation_pressure_at_spacecraft_position[N/m2],shadow_coefficient_at_spacecraft_position,air_density_at_spacecraft_position[kg/m3],earth_position_from_spacecraft_b_x[m],earth_position_from_spacecraft_b_y[m],earth_position_from_spacecraft_b_z[m],earth_velocity_from_spacecraft_b_x[m/s],earth_velocity_from_spacecraft_b_y[m/s],earth_velocity_from_spacecraft_b_z[m/s],sun_position_from_spacecraft_b_x[m],sun_position_from_spacecraft_b_y[m],sun_position_from_spacecraft_b_z[m],sun_velocity_from_spacecraft_b_x[m/s],sun_velocity_from_spacecraft_b_y[m/s],sun_velocity_from_spacecraft_b_z[m/s],moon_position_from_spacecraft_b_x[m],moon_position_from_spacecraft_b_y[m],moon_position_from_spacecraft_b_z[m],moon_velocity_from_spacecraft_b_x[m/s],moon_velocity_from_spacecraft_b_y[m/s],moon_velocity_from_spacecraft_b_z[m/s],gravity_gradient_torque_b_x[Nm],gravity_gradient_torque_b_y[Nm],gravity_gradient_torque_b_z[Nm],srp_torque_b_x[Nm],srp_torque_b_y[Nm],srp_torque_b_z[Nm],srp_force_b_x[N],srp_force_b_y[N],srp_force_b_z[N],third_body_acceleration_i_x[m/s2],third_body_acceleration_i_y[m/s2],third_body_acceleration_i_z[m/s2],air_drag_torque_b_x[Nm],air_drag_torque_b_y[Nm],air_drag_torque_b_z[Nm],air_drag_force_b_x[N],air_drag_force_b_y[N],air_drag_force_b_z[N],spacecraft_magnetic_moment_b_x[Am2],spacecraft_magnetic_moment_b_y[Am2],spacecraft_magnetic_moment_b_z[Am2],magnetic_disturbance_torque_b_x[Nm],magnetic_disturbance_torque_b_y[Nm],magnetic_disturbance_torque_b_z[Nm],geopotential_acceleration_ecef_x[m/s2],geopotential_acceleration_ecef_y[m/s2],geopotential_acceleration_ecef_z[m/s2],
4460,2023/03/01 13:14:20.000,0,0,0,0,0,0,1.39598e+11,-4.56921e+10,-1.98075e+10,10481.9,25845.2,11204.2,-3.46512e+07,3.55337e+08,1.87699e+08,-967.459,-72.7656,18.3365,-0.622219,0.490477,-0.0330872,0.709262,-0.123881,0.669623,0.182224,-2.61703e-05,-0.000112653,1.70343e-06,0.00871641,0.00345489,-4184696.747643424,2307055.604104432,4824443.10696859,-1010.386792,-7163.766008,2539.383133,1964.085246,7127.367101,2032.707294,3.788633839e-07,1.551158183e-06,-4.194825789e-07,0.79333,2.67838,423076,35271.4,-16967.4,-9821.8,-6422.26,2093.72,39784.4,0,0,2.51108e-12,-4.40571e+06,209722,5.16287e+06,1.05025e+06,-3.75285e+06,1.04866e+06,-5.52476e+09,-9.99888e+09,1.47779e+11,4.21787e+10,-1.63537e+10,4.70351e+08,1.9405e+08,-3.00872e+08,-1.7556e+08,1.85549e+08,1.60693e+08,-7.03141e+07,-5.91921e-10,-1.24347e-08,8.37562e-26,0,0,0,0,0,0,0,0,0,-9.92617e-24,2.48154e-24,0,-8.01247e-07,-4.28938e-06,-4.94386e-07,0.200025,0.200028,16.3,-2.61697e-05,-0.000112641,1.70343e-06,0,0,0,
4470,2023/03/01 13:14:30.000,0,0,0,0,0,0,1.39598e+11,-4.56918e+10,-1.98074e+10,10481.8,25845.2,11204.2,-3.46609e+07,3.55336e+08,1.87699e+08,-967.457,-72.7876,18.3249,-0.713121,0.258066,-0.0287461,-0.445103,0.218271,-0.672327,-0.549743,0.000468885,-0.000283022,-2.28145e-06,0.00834313,0.00316508,-4194534.030238071,2235272.611750483,4849529.306398883,-957.0485794,-7192.680301,2477.803207,-1842.361054,3538.615312,6547.82468,1.872298736e-07,1.060629305e-06,-4.096792965e-07,0.798604,2.69188,423119,35373.4,-16481.9,-10260.2,-17081.8,-28484.6,22913.9,0,0,2.50924e-12,-5.26747e+06,-4.10699e+06,1.22266e+06,1.46655e+06,-2.61318e+06,-2.45967e+06,-3.96626e+10,-1.14607e+11,8.52128e+10,1.28257e+10,-1.15272e+10,-9.53383e+09,3.40438e+08,-5.68545e+07,-1.99779e+08,1.3926e+08,1.55729e+08,1.92981e+08,2.74524e-09,-3.52094e-09,-1.14846e-25,0,0,0,0,0,0,0,0,0,-1.98523e-23,-3.30872e-24,-4.96308e-24,5.53365e-07,-1.70854e-06,-2.48392e-06,0.200018,0.199977,16.3001,0.000468883,-0.000283018,-2.28145e-06,0,0,0,
4480,2023/03/01 13:14:40.000,0,0,0,0,0,0,1.39598e+11,-4.56916e+10,-1.98073e+10,10481.8,25845.2,11204.2,-3.46706e+07,3.55335e+08,1.87699e+08,-967.455,-72.8096,18.3132,-0.692755,0.0342014,-0.0267214,0.160804,-0.359888,0.483553,0.781537,0.000623747,-0.000132699,-6.02579e-06,0.00763049,0.0026475,-4203837.307644292,2163205.047523062,4873998.113306695,-903.5868911,-7220.679767,2415.905942,-3134.079739,-2916.610822,6360.991478,1.606107276e-07,1.062328604e-06,-3.655550689e-07,0.803775,2.70553,423161,35570.8,-15963.8,-10615.9,-8258.7,-38384.6,-9551.82,0,0,2.50744e-12,-3.76012e+06,-4.4742e+06,-3.45697e+06,1.33548e+06,1.39235e+06,-3.25465e+06,-5.83456e+09,-1.44356e+11,-3.31141e+10,-7.57538e+09,7.26559e+09,-3.03384e+10,3.49194e+08,1.72125e+08,-8.67167e+07,9.04045e+07,-5.40033e+07,2.56828e+08,-8.45634e-09,7.10672e-09,-4.86897e-25,0,0,0,0,0,0,0,0,0,0,6.61744e-24,1.65436e-24,1.22083e-06,8.97453e-07,-2.611e-06,0.200017,0.200006,16.2999,0.000623755,-0.000132706,-6.02579e-06,0,0,0,
4490,2023/03/01 13:14:50.000,0,0,0,0,0,0,1.39598e+11,-4.56913e+10,-1.98072e+10,10481.7,25845.3,11204.2,-3.46803e+07,3.55335e+08,1.87699e+08,-967.453,-72.8315,18.3016,-0.625426,-0.146961,-0.0261189,0.0826128,0.518099,-0.203722,-0.826587,0.000342674,-1.91015e-05,-3.97066e-06,0.007068,0.00227166,-4212605.379238584,2090862.077976657,4897846.393754775,-850.0085568,-7247.760769,2353.699235,-1447.777722,-7152.028416,2354.756889,-6.736799657e-08,1.490361509e-06,-4.990613664e-07,0.808841,2.71933,423202,35693,-15615.4,-10966.8,-1593.28,-21444.2,-34288.5,0,0,2.50569e-12,-3.23125e+06,-1.59852e+06,-5.75416e+06,-470783,3.68562e+06,-759499,1.91386e+10,-7.74901e+10,-1.24893e+11,-3.38209e+10,3.06751e+10,-2.42152e+10,2.8761e+08,2.67263e+08,7.05416e+07,1.42199e+08,-1.8168e+08,1.08598e+08,-5.02916e-09,1.01659e-08,-3.49007e-25,0,0,0,0,0,0,0,0,0,2.64698e-23,0,1.65436e-23,5.37181e-07,4.03265e-06,-9.79633e-07,0.20003,0.200113,16.3,0.000342679,-1.91117e-05,-3.97066e-06,0,0,0,
4500,2023/03/01 13:15:0.000,0,0,0,0,0,0,1.39598e+11,-4.5691e+10,-1.98071e+10,10481.7,25845.3,11204.2,-3.46899e+07,3.55334e+08,1.87699e+08,-967.451,-72.8533,18.2901,-0.558717,-0.303618,-0.0250563,-0.268061,-0.665699,-0.0793138,0.69188,-8.63453e-05,-0.000152551,2.93178e-06,0.0069956,0.0022253,-4220837.112776055,2018252.905440844,4921071.092990285,-796.3204221,-7273.919788,2291.191026,329.7727829,-7116.5756,-2835.347112,3.70958978e-07,1.437705201e-06,-4.443509765e-07,0.813801,2.73329,423242,35751.7,-15094.9,-11314.8,-9837.24,4820.02,-38910.9,0,0,2.50397e-12,-4.67049e+06,1.32476e+06,-4.74735e+06,-1.82464e+06,2.53274e+06,2.50188e+06,-1.18179e+10,2.37933e+10,-1.4582e+11,-6.22979e+10,2.8773e+10,9.74378e+09,2.5533e+08,2.45171e+08,1.84027e+08,1.80637e+08,-1.25427e+08,-8.35132e+07,3.43876e-09,1.21235e-08,4.0321e-25,0,0,0,0,0,0,0,0,0,-2.64698e-23,-2.06795e-25,-4.1359e-24,-1.10569e-07,4.04991e-06,7.62868e-07,0.200087,0.199991,16.3001,-8.63488e-05,-0.000152563,2.93178e-06,0,0,0,
4510,2023/03/01 13:15:10.000,0,0,0,0,0,0,1.39598e+11,-4.56908e+10,-1.9807e+10,10481.6,25845.3,11204.3,-3.46996e+07,3.55333e+08,1.877e+08,-967.449,-72.8753,18.2785,-0.495011,-0.465561,-0.0226728,0.39923,0.771805,0.299934,-0.393665,-0.000343014,-0.000450142,9.73563e-06,0.00747567,0.00254093,-4228531.444544574,1945386.766836083,4943669.23584643,-742.5293476,-7299.153425,2228.389292,-610.9994596,-3960.81612,-6537.0731,1.647091054e-07,1.023269309e-06,-3.056273329e-07,0.818652,2.7474,423281,36113.6,-14656,-11648.2,-27875.4,20784.8,-21109.9,0,0,2.50231e-12,-6.45877e+06,1.87186e+06,-940910,-871269,-849346,4.29107e+06,-8.2023e+10,8.93358e+10,-8.52086e+10,-6.82609e+10,-1.03814e+10,5.48246e+10,2.91841e+08,1.87309e+08,1.9737e+08,1.0565e+08,3.76041e+07,-1.91895e+08,9.63069e-10,3.32302e-09,-1.19551e-24,0,0,0,0,0,0,0,0,0,1.32349e-23,-2.06795e-24,8.27181e-25,7.90539e-08,1.73196e-06,2.29252e-06,0.200032,0.200105,16.2999,-0.000343015,-0.000450145,9.73563e-06,0,0,0,
4520,2023/03/01 13:15:20.000,0,0,0,0,0,0,1.39598e+11,-4.56905e+10,-1.98069e+10,10481.6,25845.3,11204.3,-3.47093e+07,3.55332e+08,1.877e+08,-967.447,-72.8973,18.2669,-0.401792,-0.634402,-0.0199852,-0.475798,-0.786343,-0.39242,-0.0358733,-0.000249987,-0.000577377,1.01556e-05,0.00826075,0.00310234,-4235687.379513332,1872272.932486893,4965637.92712718,-688.642209,-7323.4584,2165.30205,-4624.702155,-837.7726043,-6058.553544,3.440260685e-08,1.088442023e-06,-3.053034911e-07,0.823392,2.76166,423319,36103.6,-14117.4,-11922.3,-35265.4,15492.6,12698.1,0,0,2.50069e-12,-5.58854e+06,-460778,3.82883e+06,2.05342e+06,-3.85489e+06,2.53323e+06,-1.20273e+11,7.86091e+10,3.63902e+10,-2.38906e+10,-7.17421e+10,7.6015e+10,3.44639e+08,1.83915e+08,8.15685e+07,-5.75765e+07,1.60163e+08,-1.17829e+08,9.64749e-10,-1.17009e-08,2.42668e-25,0,0,0,0,0,0,0,0,0,-1.65436e-24,0,2.48154e-24,1.79335e-06,3.1982e-07,2.39416e-06,0.200044,0.200094,16.3,-0.000249988,-0.000577366,1.01556e-05,0,0,0,
4530,2023/03/01 13:15:30.000,0,0,0,0,0,0,1.39598e+11,-4.56903e+10,-1.98068e+10,10481.5,25845.3,11204.3,-3.4719e+07,3.55332e+08,1.877e+08,-967.445,-72.9193,18.2553,-0.245829,-0.760976,-0.0195129,0.490212,0.651756,0.298129,0.49601,3.9727e-05,-0.000209037,2.07928e-06,0.00879709,0.00351818,-4242303.991470238,1798920.704925157,4986974.351987098,-634.6658945,-7346.831551,2101.937353,-7594.716119,-888.6723774,-572.2095333,-5.550318854e-09,1.550274544e-06,-4.839736e-07,0.828018,2.77607,423355,36186.3,-13620.8,-12244.1,-12350.7,-1962.82,38581.1,0,0,2.49912e-12,-482146,-3.3772e+06,5.87071e+06,2.80293e+06,-4.10355e+06,-2.13043e+06,-5.01312e+10,1.85188e+10,1.3825e+11,4.67233e+10,-1.04212e+11,3.09018e+10,2.75948e+08,2.6677e+08,-1.09474e+08,-9.18309e+07,1.28557e+08,8.17778e+07,1.08424e-08,-1.54791e-09,1.15473e-25,0,0,0,0,0,0,0,0,0,0,-5.45939e-23,4.1359e-23,4.29883e-06,2.73101e-07,3.28898e-07,0.200105,0.200155,16.3,3.97161e-05,-0.000209036,2.07928e-06,0,0,0,
4540,2023/03/01 13:15:40.000,0,0,0,0,0,0,1.39598e+11,-4.569e+10,-1.98066e+10,10481.4,25845.4,11204.3,-3.47286e+07,3.55331e+08,1.877e+08,-967.443,-72.941,18.2438,-0.0410829,-0.781573,-0.0226729,-0.451584,-0.364277,-0.031877,-0.813854,0.000122849,0.000424727,-6.72073e-06,0.00860975,0.00337013,-4248380.423147737,1725339.417695596,5007675.77630514,-580.6073041,-7369.269837,2038.303293,-4382.117937,-2964.000046,5550.645836,2.034386326e-07,1.224982717e-06,-3.998670842e-07,0.832529,2.79063,423391,36269.6,-13080.7,-12608,26423.8,-7169.04,29932.2,0,0,2.4976e-12,5.07987e+06,-3.6397e+06,2.65516e+06,-516211,-3.49289e+06,-3.80046e+06,8.69078e+10,-3.01492e+09,1.2003e+11,5.72578e+10,-8.66215e+10,-4.36334e+10,2.6592e+07,3.37819e+08,-2.10981e+08,6.5723e+07,6.25286e+07,1.08393e+08,5.28509e-09,7.37629e-09,-3.11117e-24,0,0,0,0,0,0,0,0,0,3.30872e-24,0,0,2.41618e-06,1.25156e-06,-2.15345e-06,0.199994,0.200083,16.2999,0.000122844,0.00042472,-6.72073e-06,0,0,0,
4550,2023/03/01 13:15:50.000,0,0,0,0,0,0,1.39599e+11,-4.56897e+10,-1.98065e+10,10481.4,25845.4,11204.3,-3.47383e+07,3.5533e+08,1.877e+08,-967.441,-72.963,18.2321,0.157865,-0.696913,-0.0276291,0.399888,0.00717506,-0.289273,0.869689,-5.06275e-05,0.000655316,-7.42226e-06,0.0078612,0.00281003,-4253915.886339338,1651538.434153257,5027739.547054207,-526.47335,-7390.770337,1974.407997,2756.559086,-2692.939163,6629.359544,9.657381728e-08,1.050192886e-06,-3.160072882e-07,0.836922,2.80534,423425,36304.4,-12712.3,-12874.9,40143,3044.86,-4963.68,0,0,2.49614e-12,5.79427e+06,-2.12685e+06,-2.82922e+06,-1.86721e+06,-3.99029e+06,-824373,1.44349e+11,3.36233e+10,-1.43673e+09,1.52632e+10,-6.808e+10,-5.97519e+10,-2.36446e+08,2.94759e+08,-1.28831e+08,9.79989e+07,5.18647e+07,-6.12126e+07,-3.29091e-09,-8.9656e-09,1.25227e-24,0,0,0,0,0,0,0,0,0,-6.61744e-24,-3.30872e-24,-3.30872e-24,-7.85487e-07,1.02559e-06,-2.6282e-06,0.200035,0.200068,16.3,-5.06242e-05,0.000655325,-7.42226e-06,0,0,0,
4560,2023/03/01 13:16:0.000,0,0,0,0,0,0,1.39599e+11,-4.56895e+10,-1.98064e+10,10481.3,25845.4,11204.3,-3.4748e+07,3.55329e+08,1.877e+08,-967.439,-72.985,18.2205,0.323278,-0.568819,-0.0316411,-0.375743,0.326437,0.532872,-0.684327,-9.62597e-05,0.000351047,-3.12681e-06,0.00719827,0.00235655,-4258909.662008227,1577527.146257875,5047163.092655958,-472.2709542,-7411.330251,1910.259627,7208.404497,308.6779159,2596.838529,-9.792721979e-08,1.462697757e-06,-2.395030801e-07,0.841195,2.8202,423458,36452.2,-12045.4,-13245.5,21116.7,5484.69,-34253.5,0,0,2.49473e-12,2.56398e+06,-2.34435e+06,-5.83359e+06,635256,-3.31733e+06,1.61235e+06,8.10475e+10,4.7207e+10,-1.14769e+11,-1.99804e+09,-6.04617e+10,-2.62802e+10,-3.45368e+08,1.95078e+08,4.57976e+07,-3.27532e+07,-2.49584e+07,-1.40636e+08,-7.47982e-09,-8.18055e-09,-4.04085e-25,0,0,0,0,0,0,0,0,0,0,-2.64698e-23,8.27181e-25,-3.8298e-06,-5.28195e-08,-9.70404e-07,0.200075,0.200039,16.3,-9.62522e-05,0.000351055,-3.12681e-06,0,0,0,
4570,2023/03/01 13:16:10.000,0,0,0,0,0,0,1.39599e+11,-4.56892e+10,-1.98063e+10,10481.3,25845.4,11204.3,-3.47577e+07,3.55329e+08,1.87701e+08,-967.437,-73.007,18.2089,0.477625,-0.436346,-0.0344305,0.389441,-0.592628,-0.615158,0.344542,0.000190844,-5.62196e-05,-1.65238e-06,0.00711788,0.00230448,-4263361.100386967,1503314.973364216,5065943.923320163,-418.0070481,-7430.9469,1845.866378,6641.315882,2304.064377,-3063.516789,2.900533459e-07,1.531221173e-06,-2.570432537e-07,0.845346,2.83521,423490,36511.9,-11611.6,-13369.1,-3921.69,-12181.6,-38508.6,0,0,2.49337e-12,-85272.5,-4.90477e+06,-4.69425e+06,3.02395e+06,-984690,973928,-1.59542e+10,-1.52661e+10,-1.46566e+11,9.81909e+09,-3.88449e+10,2.97719e+09,-3.198e+08,1.54264e+08,1.82778e+08,-9.54307e+07,-1.60511e+08,-3.14881e+07,-1.25932e-08,2.1894e-10,-5.67058e-26,0,0,0,0,0,0,0,0,0,0,-6.61744e-24,-3.30872e-24,-3.96337e-06,-9.9438e-07,9.77432e-07,0.200047,0.200047,16.3,0.000190857,-5.62199e-05,-1.65238e-06,0,0,0,
4580,2023/03/01 13:16:20.000,0,0,0,0,0,0,1.39599e+11,-4.5689e+10,-1.98062e+10,10481.2,25845.4,11204.3,-3.47673e+07,3.55328e+08,1.87701e+08,-967.435,-73.0288,18.1974,0.642609,-0.2784,-0.0377722,-0.418009,0.769718,0.478864,0.0590939,0.000586653,-0.000160743,-5.22964e-06,0.00770535,0.00270063,-4267269.621070764,1428911.361007788,5084079.631365965,-363.6885726,-7449.617727,1781.236477,3731.10942,50.01887922,-6699.11917,5.963775047e-08,1.034480595e-06,-2.097710374e-07,0.849373,2.85036,423520,36555.5,-11092.7,-13661.2,-10050.2,-36179.7,-15362.5,0,0,2.49208e-12,563376,-6.76469e+06,-144479,2.86507e+06,275985,-1.74978e+06,-5.17024e+10,-1.15258e+11,-7.75343e+10,1.15246e+10,-5.55967e+09,5.79703e+08,-2.82383e+08,2.03577e+08,1.95804e+08,8.93018e+06,-1.65486e+08,1.84946e+08,-5.3459e-10,-4.45217e-11,2.2248e-27,0,0,0,0,0,0,0,0,0,-3.30872e-24,2.64698e-23,-4.1359e-25,-1.5097e-06,-1.14214e-07,2.36986e-06,0.200111,0.200028,16.2999,0.000586654,-0.000160743,-5.22964e-06,0,0,0,
4590,2023/03/01 13:16:30.000,0,0,0,0,0,0,1.39599e+11,-4.56887e+10,-1.98061e+10,10481.2,25845.4,11204.3,-3.4777e+07,3.55327e+08,1.87701e+08,-967.433,-73.0507,18.1858,0.7766,-0.0475431,-0.0426046,0.405105,-0.816007,-0.0979474,-0.400536,0.000551618,4.90667e-05,-7.37237e-06,0.00856065,0.00333352,-4270634.713102743,1354325.779684179,5101567.891535968,-309.3224762,-7467.340298,1716.378182,3201.401821,-4926.98798,-4927.334107,-4.309753e-08,1.262865347e-06,-2.627702846e-07,0.853274,2.86566,423550,36610.7,-10604.9,-13928.5,3286.77,-33564.1,22571.2,0,0,2.49084e-12,2.99137e+06,-3.60582e+06,4.91409e+06,1.64625e+06,-2.24466e+06,-2.64921e+06,-8.72983e+09,-1.34879e+11,6.08315e+10,-1.55371e+10,-9.6107e+09,-2.35391e+10,-3.28652e+08,2.217e+08,4.90587e+07,1.19139e+08,1.20395e+08,2.54106e+08,9.69243e-09,8.0408e-09,-2.96108e-25,0,0,0,0,0,0,0,0,0,0,9.92617e-24,-1.32349e-23,-1.40518e-06,2.23476e-06,2.19486e-06,0.200065,0.200004,16.3,0.000551608,4.90587e-05,-7.37237e-06,0,0,0,
4600,2023/03/01 13:16:40.000,0,0,0,0,0,0,1.39599e+11,-4.56885e+10,-1.9806e+10,10481.1,25845.5,11204.3,-3.47867e+07,3.55327e+08,1.87701e+08,-967.431,-73.0727,18.1742,0.7735,0.239271,-0.0462925,-0.277417,0.696119,-0.423091,0.509365,-9.09593e-05,5.79607e-05,4.04619e-07,0.00890862,0.00361026,-4273455.935042634,1279567.723631796,5118406.461313228,-254.9157139,-7484.112298,1651.299782,5416.366153,-5103.535722,1849.48931,1.433837843e-07,1.531269975e-06,-3.495727019e-07,0.857046,2.8811,423577,36623.8,-10116.5,-14292,4045.51,6069.89,39933.6,0,0,2.48966e-12,2.21731e+06,3.61674e+06,5.30099e+06,1.7382e+06,-3.68226e+06,1.78525e+06,4.56622e+09,-1.02576e+10,1.47794e+11,-2.77567e+10,-6.34514e+10,-3.54625e+09,-3.69572e+08,2.59654e+07,-1.49528e+08,3.87926e+07,3.15082e+08,-4.11814e+07,-1.04876e-08,6.42962e-09,-1.44012e-25,0,0,0,0,0,0,0,0,0,-1.65436e-24,-1.65436e-24,0,-3.01419e-06,2.87816e-06,-4.81411e-07,0.200016,0.200088,16.3,-9.09488e-05,5.79543e-05,4.04619e-07,0,0,0,
4610,2023/03/01 13:16:50.000,0,0,0,0,0,0,1.39599e+11,-4.56882e+10,-1.98059e+10,10481.1,25845.5,11204.3,-3.47963e+07,3.55326e+08,1.87701e+08,-967.43,-73.0945,18.1626,0.59648,0.470907,-0.0455062,0.0184533,-0.467402,0.823326,-0.321449,-0.0005326,-0.000315575,1.0411e-05,0.00836197,0.00318103,-4275732.915027388,1204646.709606616,5134593.181227836,-200.4752458,-7499.931538,1586.009598,3829.712064,1330.926334,6508.957707,8.903157947e-08,1.078428542e-06,-2.340001916e-07,0.860687,2.89667,423603,36666.9,-9528.13,-14517.6,-19187.5,32848.1,14101.2,0,0,2.48854e-12,-1.32871e+06,6.65748e+06,-97785.3,-910215,-114052,4.60337e+06,-7.6356e+10,9.9138e+10,7.9439e+10,-2.87861e+10,-6.86063e+10,5.79502e+10,-2.28378e+08,-2.72771e+08,-1.81941e+08,7.22745e+07,1.01127e+08,-2.42346e+08,3.56125e-10,7.10757e-11,-7.79139e-25,0,0,0,0,0,0,0,0,0,3.30872e-24,0,-8.27181e-25,-1.70304e-06,-2.6222e-07,-2.38818e-06,0.200032,0.200147,16.2999,-0.000532601,-0.000315575,1.0411e-05,0,0,0,
4620,2023/03/01 13:17:0.000,0,0,0,0,0,0,1.39599e+11,-4.56879e+10,-1.98057e+10,10481,25845.5,11204.3,-3.4806e+07,3.55325e+08,1.87702e+08,-967.428,-73.1165,18.151,0.34817,0.586832,-0.0420559,0.300675,0.254283,-0.919052,-0.0166525,-0.000338321,-0.0004055,9.12907e-06,0.00750807,0.00256466,-4277465.350827938,1129572.275653612,5150125.975138328,-146.0080384,-7514.795949,1520.515975,-2087.076082,5795.044128,4568.043599,-2.485529354e-09,1.333796995e-06,-8.04185648e-08,0.864196,2.91238,423628,36835.7,-9047.14,-14816.3,-25179.5,20454.4,-24614.1,0,0,2.48749e-12,-1.20323e+06,4.15678e+06,-5.23162e+06,-4.3425e+06,378006,1.29909e+06,-1.1552e+11,6.91008e+10,-6.20424e+10,-6.14622e+10,-4.6282e+10,6.28926e+10,-1.2538e+07,-3.98137e+08,-3.22666e+07,1.85958e+08,-208467,-6.97606e+07,1.18967e-08,3.44364e-09,3.20805e-25,0,0,0,0,0,0,0,0,0,1.32349e-23,4.96308e-24,-3.30872e-24,6.52243e-07,-2.92432e-06,-1.91215e-06,0.200047,0.200053,16.3001,-0.000338332,-0.000405503,9.12907e-06,0,0,0,
4630,2023/03/01 13:17:10.000,0,0,0,0,0,0,1.39599e+11,-4.56877e+10,-1.98056e+10,10480.9,25845.5,11204.3,-3.48157e+07,3.55324e+08,1.87702e+08,-967.426,-73.1385,18.1394,0.114584,0.641265,-0.039941,-0.60335,-0.122082,0.723053,0.313463,-7.51829e-05,3.16375e-05,5.34369e-07,0.0071678,0.00233744,-4278653.009898071,1054353.979876399,5165002.850496827,-91.52106185,-7528.703589,1454.827285,-5672.967114,5045.628598,-1079.514907,5.510540985e-08,1.536037015e-06,-3.474023183e-07,0.867571,2.92823,423651,36847.3,-8551.45,-14993.6,1444.97,4116.31,-40455.3,0,0,2.4865e-12,2.80481e+06,2.42555e+06,-5.68731e+06,-2.95583e+06,-2.24492e+06,-2.41515e+06,-3.15205e+10,5.41529e+09,-1.44728e+11,-7.40542e+10,-5.93921e+10,1.3906e+10,7.73101e+07,-3.67932e+08,1.35676e+08,7.78684e+07,5.67834e+07,1.09635e+08,7.54686e-09,-8.72692e-09,4.4946e-25,0,0,0,0,0,0,0,0,0,-1.65436e-24,-3.30872e-24,-1.98523e-23,3.18977e-06,-2.70999e-06,2.25867e-07,0.200053,0.200081,16.3001,-7.51904e-05,3.16462e-05,5.34369e-07,0,0,0,
4640,2023/03/01 13:17:20.000,0,0,0,0,0,0,1.396e+11,-4.56874e+10,-1.98055e+10,10480.9,25845.5,11204.4,-3.48254e+07,3.55324e+08,1.87702e+08,-967.424,-73.1604,18.1278,-0.115902,0.684811,-0.0396882,0.838115,0.058452,-0.314081,-0.442154,-0.00016071,0.000526571,-4.49382e-06,0.00764204,0.00265666,-4279295.729409386,979001.3992028568,5179221.898616261,-37.021289,-7541.652635,1388.951929,-3522.490368,3467.558266,-5863.035373,5.902038966e-08,1.220648708e-06,-2.248872312e-07,0.870808,2.9442,423673,36763.3,-7935.11,-15153.4,32023.6,9577.84,-22954,0,0,2.48558e-12,5.42708e+06,3.81351e+06,-1.44882e+06,1.59355e+06,-3.31396e+06,-2.75361e+06,9.60228e+10,1.61927e+10,-1.11743e+11,-3.05262e+10,-7.76178e+10,-3.74792e+10,3.3973e+07,-3.47763e+08,1.94201e+08,-1.23045e+08,2.42272e+07,6.49222e+07,3.02277e-09,-4.30176e-09,2.54389e-24,0,0,0,0,0,0,0,0,0,-6.61744e-24,6.61744e-24,6.61744e-24,1.78634e-06,-1.49748e-06,2.34341e-06,0.199918,0.200121,16.3,-0.000160713,0.000526575,-4.49382e-06,0,0,0,
